case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income
101,AZ,FALSE,"Graham County, AZ",Graham County,1p4c,15420,10828.63476,14340.6132,16585.4916,9510.91548,15240.45,8615.19504,90541.3008,61065.34375
102,AZ,FALSE,"Greenlee County, AZ",Greenlee County,1p2c,9048,6765.70896,12397.8936,11051.38476,5729.9304,12061.1916,4936.59372,61990.7052,66232.33594
110,AZ,TRUE,"Prescott, AZ MSA",Yavapai County,2p3c,17496,12153.1644,15396.2748,22492.086,10743.06156,18932.0988,12483.9912,109696.6752,66341.17969
123,AR,FALSE,"Cleburne County, AR",Cleburne County,1p2c,8436,6944.9334,12858.024,9630.38232,5573.11848,9183.9954,5284.94124,57911.3964,56549.36328
126,AR,FALSE,"Conway County, AR",Conway County,2p2c,7848,8365.01736,14509.1892,14477.172,5874.61524,9156.279,5698.48428,65928.756,56524.71875
130,AR,FALSE,"Cross County, AR",Cross County,1p0c,6264,2915.41044,11001.22188,4846.79004,3326.06256,0,5136.40608,33489.8904,62636.39063
136,AR,FALSE,"Fulton County, AR",Fulton County,2p0c,5952,5592.19296,13211.3232,9693.58008,4182.91668,0,5417.3244,44049.3372,47429.09375
152,AR,TRUE,"Little River County, AR HUD Metro FMR Area",Little River County,2p4c,11232,13080.6852,15233.5812,19239.5844,8809.44504,14765.9652,7456.60908,89817.8676,61411.38672
157,AR,TRUE,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",Miller County,2p2c,9696.55152,9054.60648,13701.1464,14373.2724,6794.28372,13470.5328,7580.85936,74671.254,57831.87109
160,AR,FALSE,"Montgomery County, AR",Montgomery County,2p1c,7848,6912.69948,13944.6708,12085.3764,5348.38368,4970.75868,6150.56256,57260.4492,48547.30859
164,AR,TRUE,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,2p2c,7602.99096,9264.48048,15596.5956,14373.2724,6111.75,12080.2584,7011.60576,72040.9572,61168.02734
168,AR,FALSE,"Polk County, AR",Polk County,2p2c,7848,8784.76752,14414.0784,14477.172,6026.7078,9178.40112,5835.94524,66565.0728,45495.58203
170,AR,FALSE,"Prairie County, AR",Prairie County,1p1c,7848,4480.09128,11907.27396,7238.58624,4466.95344,4760.50308,4720.5978,45422.0064,57522.79688
179,AR,FALSE,"Sharp County, AR",Sharp County,2p1c,7848,6746.98392,13734.0048,12085.3764,5288.3382,4804.77132,5989.0272,56496.504,45333.34375
191,CA,FALSE,"Calaveras County, CA",Calaveras County,2p1c,12732,10511.09112,17036.4504,15869.022,8421.8892,7254.64668,9955.56228,81780.6624,83174.96094
193,CA,TRUE,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,1p0c,19291.8936,3911.42244,11116.33956,5480.37996,8407.4766,0,10739.031,58946.5428,117607.5234
212,CA,FALSE,"Mono County, CA",Mono County,2p0c,12072,6181.84572,15056.9748,12738.5592,6614.08812,0,8069.9334,60733.4004,73730.21875
218,CA,FALSE,"Plumas County, CA",Plumas County,1p1c,11244,5321.064,13591.6644,9523.74168,6002.17608,6909.25632,5898.83208,58490.736,76149.42188
222,CA,TRUE,"Riverside-San Bernardino-Ontario, CA MSA",San Bernardino County,2p3c,22225.674,11347.83396,16070.9088,15622.5648,12165.006,14910.3096,10802.30496,103144.6056,72070.86719
223,CA,TRUE,"San Diego-Carlsbad, CA MSA",San Diego County,2p4c,35844,15768.4968,16365.7872,18622.0956,18701.244,18602.4372,22401.8604,146305.92,93476.08594
236,CA,TRUE,"Modesto, CA MSA",Stanislaus County,1p3c,20796,9862.57908,13907.9244,12507.114,11108.81256,14364.5088,11565.3516,94112.2908,69057.13281
248,CO,FALSE,"Archuleta County, CO",Archuleta County,2p0c,9408,6276.95136,13741.668,8034.56028,5683.27656,0,6604.01952,49748.478,63746.38672
249,CO,FALSE,"Baca County, CO",Baca County,2p3c,12600,10030.02024,16553.4,15272.6484,8199.74856,13247.8632,7754.21856,83657.9004,49474.53125
250,CO,FALSE,"Bent County, CO",Bent County,1p0c,7824,3164.41296,12262.8204,4353.2802,3981.53544,0,5799.61116,37385.6604,41665.51953
256,CO,FALSE,"Conejos County, CO",Conejos County,2p3c,11340,12336.1932,16578.6456,15272.6484,8578.8186,12744.9096,8006.99196,84858.2112,48022.60156
258,CO,FALSE,"Crowley County, CO",Crowley County,2p3c,13452,12079.9512,16826.1624,15272.6484,9251.2332,13379.0964,8912.03904,89173.1304,55865.49609
260,CO,FALSE,"Delta County, CO",Delta County,2p2c,11772,9624.26664,15677.0172,12078.0552,7752.71124,12618.9144,8174.28876,77697.252,63045.06641
261,CO,TRUE,"Denver-Aurora-Lakewood, CO MSA",Denver County,1p2c,18321.486,8154.69648,10881.18972,7923.40428,9593.36568,20453.46,12498.6024,87826.2072,90000.27344
266,CO,TRUE,"Colorado Springs, CO HUD Metro FMR Area",El Paso County,1p4c,20604,12072.4632,13289.49,11711.18112,11839.971,20847.21,14200.7976,104565.1176,84155.58594
267,CO,FALSE,"Fremont County, CO",Fremont County,2p0c,8148,6048.69876,13289.6724,8706.56028,5144.02368,0,6157.57392,47494.5288,62948.54297
270,CO,FALSE,"Grand County, CO",Grand County,1p0c,9060,3745.42056,12167.658,4017.2802,4639.90908,0,6304.58568,39934.854,87745.36719
297,CO,FALSE,"Rio Blanco County, CO",Rio Blanco County,1p0c,8148,3558.66792,12171.8004,4017.2802,4241.7876,0,5935.96476,38073.5004,77894
298,CO,FALSE,"Rio Grande County, CO",Rio Grande County,2p1c,8940,8120.0544,15229.0212,10895.25588,6181.53,7223.37372,7434.9024,64024.1364,59639.08203
299,CO,FALSE,"Routt County, CO",Routt County,2p2c,16740,12712.4268,15263.6832,12078.0552,10671.77568,15329.9928,11615.29692,94411.23,97519.72656
300,CO,FALSE,"Saguache County, CO",Saguache County,1p4c,11640,12548.046,15313.3932,13108.0632,8764.28316,12885.93,7406.75028,81666.4692,52875.37891
301,CO,FALSE,"San Juan County, CO",San Juan County,2p3c,15936,13763.8248,16535.2128,14099.802,10761.41748,14489.4072,10415.16432,96000.8256,62893.09375
304,CO,FALSE,"Summit County, CO",Summit County,1p0c,14400,4606.55568,11104.46928,4017.2802,6886.82448,0,8120.32392,49135.4532,92208.97656
312,CT,TRUE,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Hartford County,1p0c,10571.6052,3558.66792,9388.06932,4888.53996,5119.9548,0,6447.57792,39974.4144,98193.32031
313,CT,FALSE,"Litchfield County, CT",Litchfield County,1p0c,9672,3776.54556,11152.37628,5258.18004,4872.93864,0,6810.48408,41542.524,104093.4609
314,CT,TRUE,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area | Southern Middlesex County, CT HUD Metro FMR Area |  |",Middlesex County,2p4c,22304.118,17381.1852,16800.072,20904.5532,14379.5508,20059.1616,19778.5308,131607.18,112971.3984
